scenario,team,site,nb_rescues
SCENARIO-1,TEAM-3,SITE-1,5.0
SCENARIO-1,TEAM-3,SITE-97,5.0
SCENARIO-1,TEAM-3,SITE-98,5.0
SCENARIO-1,TEAM-3,SITE-99,5.0
SCENARIO-1,TEAM-3,SITE-100,5.0
SCENARIO-2,TEAM-3,SITE-1,5.0
SCENARIO-2,TEAM-3,SITE-97,5.0
SCENARIO-2,TEAM-3,SITE-98,5.0
SCENARIO-2,TEAM-3,SITE-99,5.0
SCENARIO-2,TEAM-3,SITE-100,5.0
SCENARIO-3,TEAM-3,SITE-1,5.0000000000003375
SCENARIO-3,TEAM-3,SITE-97,5.0000000000003375
SCENARIO-3,TEAM-3,SITE-98,5.0000000000003375
SCENARIO-3,TEAM-3,SITE-99,5.0000000000003375
SCENARIO-3,TEAM-3,SITE-100,5.0000000000003375
SCENARIO-4,TEAM-3,SITE-1,5.0
SCENARIO-4,TEAM-3,SITE-97,5.0
SCENARIO-4,TEAM-3,SITE-98,5.0
SCENARIO-4,TEAM-3,SITE-99,5.0
SCENARIO-4,TEAM-3,SITE-100,5.0
SCENARIO-5,TEAM-3,SITE-1,5.0
SCENARIO-5,TEAM-3,SITE-97,5.0
SCENARIO-5,TEAM-3,SITE-98,5.0
SCENARIO-5,TEAM-3,SITE-99,5.0
SCENARIO-5,TEAM-3,SITE-100,5.0
SCENARIO-6,TEAM-3,SITE-1,5.000000000000782
SCENARIO-6,TEAM-3,SITE-97,5.000000000000782
SCENARIO-6,TEAM-3,SITE-98,5.000000000000782
SCENARIO-6,TEAM-3,SITE-99,5.000000000000782
SCENARIO-6,TEAM-3,SITE-100,5.000000000000782
SCENARIO-7,TEAM-3,SITE-1,5.0
SCENARIO-7,TEAM-3,SITE-97,5.0
SCENARIO-7,TEAM-3,SITE-98,5.0
SCENARIO-7,TEAM-3,SITE-99,5.0
SCENARIO-7,TEAM-3,SITE-100,5.0
SCENARIO-8,TEAM-3,SITE-1,5.0
SCENARIO-8,TEAM-3,SITE-97,5.0
SCENARIO-8,TEAM-3,SITE-98,5.0
SCENARIO-8,TEAM-3,SITE-99,5.0
SCENARIO-8,TEAM-3,SITE-100,5.0
SCENARIO-9,TEAM-3,SITE-1,5.0
SCENARIO-9,TEAM-3,SITE-97,5.0
SCENARIO-9,TEAM-3,SITE-98,5.0
SCENARIO-9,TEAM-3,SITE-99,5.0
SCENARIO-9,TEAM-3,SITE-100,5.0
SCENARIO-10,TEAM-3,SITE-1,5.0
SCENARIO-10,TEAM-3,SITE-97,5.0
SCENARIO-10,TEAM-3,SITE-98,5.0
SCENARIO-10,TEAM-3,SITE-99,5.0
SCENARIO-10,TEAM-3,SITE-100,5.0
SCENARIO-11,TEAM-3,SITE-1,5.0
SCENARIO-11,TEAM-3,SITE-97,5.0
SCENARIO-11,TEAM-3,SITE-98,5.0
SCENARIO-11,TEAM-3,SITE-99,5.0
SCENARIO-11,TEAM-3,SITE-100,5.0
SCENARIO-12,TEAM-3,SITE-1,5.0
SCENARIO-12,TEAM-3,SITE-97,5.0
SCENARIO-12,TEAM-3,SITE-98,5.0
SCENARIO-12,TEAM-3,SITE-99,5.0
SCENARIO-12,TEAM-3,SITE-100,5.0
SCENARIO-13,TEAM-3,SITE-1,5.0
SCENARIO-13,TEAM-3,SITE-97,5.0
SCENARIO-13,TEAM-3,SITE-98,5.0
SCENARIO-13,TEAM-3,SITE-99,5.0
SCENARIO-13,TEAM-3,SITE-100,5.0
SCENARIO-14,TEAM-3,SITE-1,5.0
SCENARIO-14,TEAM-3,SITE-97,5.0
SCENARIO-14,TEAM-3,SITE-98,5.0
SCENARIO-14,TEAM-3,SITE-99,5.0
SCENARIO-14,TEAM-3,SITE-100,5.0
SCENARIO-15,TEAM-3,SITE-1,5.0
SCENARIO-15,TEAM-3,SITE-97,5.0
SCENARIO-15,TEAM-3,SITE-98,5.0
SCENARIO-15,TEAM-3,SITE-99,5.0
SCENARIO-15,TEAM-3,SITE-100,5.0
SCENARIO-16,TEAM-3,SITE-1,5.0
SCENARIO-16,TEAM-3,SITE-97,5.0
SCENARIO-16,TEAM-3,SITE-98,5.0
SCENARIO-16,TEAM-3,SITE-99,5.0
SCENARIO-16,TEAM-3,SITE-100,5.0
SCENARIO-17,TEAM-3,SITE-1,5.0
SCENARIO-17,TEAM-3,SITE-97,5.0
SCENARIO-17,TEAM-3,SITE-98,5.0
SCENARIO-17,TEAM-3,SITE-99,5.0
SCENARIO-17,TEAM-3,SITE-100,5.0
SCENARIO-18,TEAM-3,SITE-1,5.0
SCENARIO-18,TEAM-3,SITE-97,5.0
SCENARIO-18,TEAM-3,SITE-98,5.0
SCENARIO-18,TEAM-3,SITE-99,5.0
SCENARIO-18,TEAM-3,SITE-100,5.0
SCENARIO-19,TEAM-3,SITE-1,5.0
SCENARIO-19,TEAM-3,SITE-97,5.0
SCENARIO-19,TEAM-3,SITE-98,5.0
SCENARIO-19,TEAM-3,SITE-99,5.0
SCENARIO-19,TEAM-3,SITE-100,5.0
SCENARIO-20,TEAM-3,SITE-1,5.0
SCENARIO-20,TEAM-3,SITE-97,5.0
SCENARIO-20,TEAM-3,SITE-98,5.0
SCENARIO-20,TEAM-3,SITE-99,5.0
SCENARIO-20,TEAM-3,SITE-100,5.0
SCENARIO-21,TEAM-3,SITE-1,5.0
SCENARIO-21,TEAM-3,SITE-97,5.0
SCENARIO-21,TEAM-3,SITE-98,5.0
SCENARIO-21,TEAM-3,SITE-99,5.0
SCENARIO-21,TEAM-3,SITE-100,5.0
SCENARIO-22,TEAM-3,SITE-1,5.0000000000003375
SCENARIO-22,TEAM-3,SITE-97,5.0000000000003375
SCENARIO-22,TEAM-3,SITE-98,5.0000000000003375
SCENARIO-22,TEAM-3,SITE-99,5.0000000000003375
SCENARIO-22,TEAM-3,SITE-100,5.0000000000003375
SCENARIO-23,TEAM-3,SITE-1,5.0
SCENARIO-23,TEAM-3,SITE-97,5.0
SCENARIO-23,TEAM-3,SITE-98,5.0
SCENARIO-23,TEAM-3,SITE-99,5.0
SCENARIO-23,TEAM-3,SITE-100,5.0
SCENARIO-24,TEAM-3,SITE-1,5.0
SCENARIO-24,TEAM-3,SITE-97,5.0
SCENARIO-24,TEAM-3,SITE-98,5.0
SCENARIO-24,TEAM-3,SITE-99,5.0
SCENARIO-24,TEAM-3,SITE-100,5.0
SCENARIO-25,TEAM-3,SITE-1,5.0
SCENARIO-25,TEAM-3,SITE-97,5.0
SCENARIO-25,TEAM-3,SITE-98,5.0
SCENARIO-25,TEAM-3,SITE-99,5.0
SCENARIO-25,TEAM-3,SITE-100,5.0
SCENARIO-26,TEAM-3,SITE-1,5.0
SCENARIO-26,TEAM-3,SITE-97,5.0
SCENARIO-26,TEAM-3,SITE-98,5.0
SCENARIO-26,TEAM-3,SITE-99,5.0
SCENARIO-26,TEAM-3,SITE-100,5.0
SCENARIO-27,TEAM-3,SITE-1,5.0
SCENARIO-27,TEAM-3,SITE-97,5.0
SCENARIO-27,TEAM-3,SITE-98,5.0
SCENARIO-27,TEAM-3,SITE-99,5.0
SCENARIO-27,TEAM-3,SITE-100,5.0
SCENARIO-28,TEAM-3,SITE-1,5.0
SCENARIO-28,TEAM-3,SITE-97,5.0
SCENARIO-28,TEAM-3,SITE-98,5.0
SCENARIO-28,TEAM-3,SITE-99,5.0
SCENARIO-28,TEAM-3,SITE-100,5.0
SCENARIO-29,TEAM-3,SITE-1,5.0
SCENARIO-29,TEAM-3,SITE-97,5.0
SCENARIO-29,TEAM-3,SITE-98,5.0
SCENARIO-29,TEAM-3,SITE-99,5.0
SCENARIO-29,TEAM-3,SITE-100,5.0
SCENARIO-30,TEAM-3,SITE-1,5.0
SCENARIO-30,TEAM-3,SITE-97,5.0
SCENARIO-30,TEAM-3,SITE-98,5.0
SCENARIO-30,TEAM-3,SITE-99,5.0
SCENARIO-30,TEAM-3,SITE-100,5.0
SCENARIO-31,TEAM-3,SITE-1,5.0
SCENARIO-31,TEAM-3,SITE-97,5.0
SCENARIO-31,TEAM-3,SITE-98,5.0
SCENARIO-31,TEAM-3,SITE-99,5.0
SCENARIO-31,TEAM-3,SITE-100,5.0
SCENARIO-32,TEAM-3,SITE-1,5.0
SCENARIO-32,TEAM-3,SITE-97,5.0
SCENARIO-32,TEAM-3,SITE-98,5.0
SCENARIO-32,TEAM-3,SITE-99,5.0
SCENARIO-32,TEAM-3,SITE-100,5.0
SCENARIO-33,TEAM-3,SITE-1,5.0
SCENARIO-33,TEAM-3,SITE-97,5.0
SCENARIO-33,TEAM-3,SITE-98,5.0
SCENARIO-33,TEAM-3,SITE-99,5.0
SCENARIO-33,TEAM-3,SITE-100,5.0
SCENARIO-34,TEAM-3,SITE-1,5.0
SCENARIO-34,TEAM-3,SITE-97,5.0
SCENARIO-34,TEAM-3,SITE-98,5.0
SCENARIO-34,TEAM-3,SITE-99,5.0
SCENARIO-34,TEAM-3,SITE-100,5.0
SCENARIO-35,TEAM-3,SITE-1,5.0
SCENARIO-35,TEAM-3,SITE-97,5.0
SCENARIO-35,TEAM-3,SITE-98,5.0
SCENARIO-35,TEAM-3,SITE-99,5.0
SCENARIO-35,TEAM-3,SITE-100,5.0
SCENARIO-36,TEAM-3,SITE-1,5.0
SCENARIO-36,TEAM-3,SITE-97,5.0
SCENARIO-36,TEAM-3,SITE-98,5.0
SCENARIO-36,TEAM-3,SITE-99,5.0
SCENARIO-36,TEAM-3,SITE-100,5.0
SCENARIO-37,TEAM-3,SITE-1,5.0
SCENARIO-37,TEAM-3,SITE-97,5.0
SCENARIO-37,TEAM-3,SITE-98,5.0
SCENARIO-37,TEAM-3,SITE-99,5.0
SCENARIO-37,TEAM-3,SITE-100,5.0
SCENARIO-38,TEAM-3,SITE-1,5.0
SCENARIO-38,TEAM-3,SITE-97,5.0
SCENARIO-38,TEAM-3,SITE-98,5.0
SCENARIO-38,TEAM-3,SITE-99,5.0
SCENARIO-38,TEAM-3,SITE-100,5.0
SCENARIO-39,TEAM-3,SITE-1,5.0
SCENARIO-39,TEAM-3,SITE-97,5.0
SCENARIO-39,TEAM-3,SITE-98,5.0
SCENARIO-39,TEAM-3,SITE-99,5.0
SCENARIO-39,TEAM-3,SITE-100,5.0
SCENARIO-40,TEAM-3,SITE-1,5.0
SCENARIO-40,TEAM-3,SITE-97,5.0
SCENARIO-40,TEAM-3,SITE-98,5.0
SCENARIO-40,TEAM-3,SITE-99,5.0
SCENARIO-40,TEAM-3,SITE-100,5.0
SCENARIO-41,TEAM-3,SITE-1,5.0
SCENARIO-41,TEAM-3,SITE-97,5.0
SCENARIO-41,TEAM-3,SITE-98,5.0
SCENARIO-41,TEAM-3,SITE-99,5.0
SCENARIO-41,TEAM-3,SITE-100,5.0
SCENARIO-42,TEAM-3,SITE-1,5.0
SCENARIO-42,TEAM-3,SITE-97,5.0
SCENARIO-42,TEAM-3,SITE-98,5.0
SCENARIO-42,TEAM-3,SITE-99,5.0
SCENARIO-42,TEAM-3,SITE-100,5.0
SCENARIO-43,TEAM-3,SITE-1,5.0
SCENARIO-43,TEAM-3,SITE-97,5.0
SCENARIO-43,TEAM-3,SITE-98,5.0
SCENARIO-43,TEAM-3,SITE-99,5.0
SCENARIO-43,TEAM-3,SITE-100,5.0
SCENARIO-44,TEAM-3,SITE-1,5.0
SCENARIO-44,TEAM-3,SITE-97,5.0
SCENARIO-44,TEAM-3,SITE-98,5.0
SCENARIO-44,TEAM-3,SITE-99,5.0
SCENARIO-44,TEAM-3,SITE-100,5.0
SCENARIO-45,TEAM-3,SITE-1,5.0
SCENARIO-45,TEAM-3,SITE-97,5.0
SCENARIO-45,TEAM-3,SITE-98,5.0
SCENARIO-45,TEAM-3,SITE-99,5.0
SCENARIO-45,TEAM-3,SITE-100,5.0
SCENARIO-46,TEAM-3,SITE-1,5.0
SCENARIO-46,TEAM-3,SITE-97,5.0
SCENARIO-46,TEAM-3,SITE-98,5.0
SCENARIO-46,TEAM-3,SITE-99,5.0
SCENARIO-46,TEAM-3,SITE-100,5.0
SCENARIO-47,TEAM-3,SITE-1,5.0
SCENARIO-47,TEAM-3,SITE-97,5.0
SCENARIO-47,TEAM-3,SITE-98,5.0
SCENARIO-47,TEAM-3,SITE-99,5.0
SCENARIO-47,TEAM-3,SITE-100,5.0
SCENARIO-48,TEAM-3,SITE-1,5.0
SCENARIO-48,TEAM-3,SITE-97,5.0
SCENARIO-48,TEAM-3,SITE-98,5.0
SCENARIO-48,TEAM-3,SITE-99,5.0
SCENARIO-48,TEAM-3,SITE-100,5.0
SCENARIO-49,TEAM-3,SITE-1,5.0
SCENARIO-49,TEAM-3,SITE-97,5.0
SCENARIO-49,TEAM-3,SITE-98,5.0
SCENARIO-49,TEAM-3,SITE-99,5.0
SCENARIO-49,TEAM-3,SITE-100,5.0
SCENARIO-50,TEAM-3,SITE-1,5.0
SCENARIO-50,TEAM-3,SITE-97,5.0
SCENARIO-50,TEAM-3,SITE-98,5.0
SCENARIO-50,TEAM-3,SITE-99,5.0
SCENARIO-50,TEAM-3,SITE-100,5.0
SCENARIO-51,TEAM-3,SITE-1,5.0
SCENARIO-51,TEAM-3,SITE-97,5.0
SCENARIO-51,TEAM-3,SITE-98,5.0
SCENARIO-51,TEAM-3,SITE-99,5.0
SCENARIO-51,TEAM-3,SITE-100,5.0
SCENARIO-52,TEAM-3,SITE-1,5.0000000000003375
SCENARIO-52,TEAM-3,SITE-97,5.0000000000003375
SCENARIO-52,TEAM-3,SITE-98,5.0000000000003375
SCENARIO-52,TEAM-3,SITE-99,5.0000000000003375
SCENARIO-52,TEAM-3,SITE-100,5.0000000000003375
SCENARIO-53,TEAM-3,SITE-1,5.0
SCENARIO-53,TEAM-3,SITE-97,5.0
SCENARIO-53,TEAM-3,SITE-98,5.0
SCENARIO-53,TEAM-3,SITE-99,5.0
SCENARIO-53,TEAM-3,SITE-100,5.0
SCENARIO-54,TEAM-3,SITE-1,5.0
SCENARIO-54,TEAM-3,SITE-97,5.0
SCENARIO-54,TEAM-3,SITE-98,5.0
SCENARIO-54,TEAM-3,SITE-99,5.0
SCENARIO-54,TEAM-3,SITE-100,5.0
SCENARIO-55,TEAM-3,SITE-1,5.0
SCENARIO-55,TEAM-3,SITE-97,5.0
SCENARIO-55,TEAM-3,SITE-98,5.0
SCENARIO-55,TEAM-3,SITE-99,5.0
SCENARIO-55,TEAM-3,SITE-100,5.0
SCENARIO-56,TEAM-3,SITE-1,5.0
SCENARIO-56,TEAM-3,SITE-97,5.0
SCENARIO-56,TEAM-3,SITE-98,5.0
SCENARIO-56,TEAM-3,SITE-99,5.0
SCENARIO-56,TEAM-3,SITE-100,5.0
SCENARIO-57,TEAM-3,SITE-1,5.0
SCENARIO-57,TEAM-3,SITE-97,5.0
SCENARIO-57,TEAM-3,SITE-98,5.0
SCENARIO-57,TEAM-3,SITE-99,5.0
SCENARIO-57,TEAM-3,SITE-100,5.0
SCENARIO-58,TEAM-3,SITE-1,5.0
SCENARIO-58,TEAM-3,SITE-97,5.0
SCENARIO-58,TEAM-3,SITE-98,5.0
SCENARIO-58,TEAM-3,SITE-99,5.0
SCENARIO-58,TEAM-3,SITE-100,5.0
SCENARIO-59,TEAM-3,SITE-1,5.0
SCENARIO-59,TEAM-3,SITE-97,5.0
SCENARIO-59,TEAM-3,SITE-98,5.0
SCENARIO-59,TEAM-3,SITE-99,5.0
SCENARIO-59,TEAM-3,SITE-100,5.0
SCENARIO-60,TEAM-3,SITE-1,5.0
SCENARIO-60,TEAM-3,SITE-97,5.0
SCENARIO-60,TEAM-3,SITE-98,5.0
SCENARIO-60,TEAM-3,SITE-99,5.0
SCENARIO-60,TEAM-3,SITE-100,5.0
SCENARIO-61,TEAM-3,SITE-1,5.0
SCENARIO-61,TEAM-3,SITE-97,5.0
SCENARIO-61,TEAM-3,SITE-98,5.0
SCENARIO-61,TEAM-3,SITE-99,5.0
SCENARIO-61,TEAM-3,SITE-100,5.0
SCENARIO-62,TEAM-3,SITE-1,5.0
SCENARIO-62,TEAM-3,SITE-97,5.0
SCENARIO-62,TEAM-3,SITE-98,5.0
SCENARIO-62,TEAM-3,SITE-99,5.0
SCENARIO-62,TEAM-3,SITE-100,5.0
SCENARIO-63,TEAM-3,SITE-1,5.0
SCENARIO-63,TEAM-3,SITE-97,5.0
SCENARIO-63,TEAM-3,SITE-98,5.0
SCENARIO-63,TEAM-3,SITE-99,5.0
SCENARIO-63,TEAM-3,SITE-100,5.0
SCENARIO-64,TEAM-3,SITE-1,5.0
SCENARIO-64,TEAM-3,SITE-97,5.0
SCENARIO-64,TEAM-3,SITE-98,5.0
SCENARIO-64,TEAM-3,SITE-99,5.0
SCENARIO-64,TEAM-3,SITE-100,5.0
SCENARIO-65,TEAM-3,SITE-1,5.0
SCENARIO-65,TEAM-3,SITE-97,5.0
SCENARIO-65,TEAM-3,SITE-98,5.0
SCENARIO-65,TEAM-3,SITE-99,5.0
SCENARIO-65,TEAM-3,SITE-100,5.0
SCENARIO-66,TEAM-3,SITE-1,5.0
SCENARIO-66,TEAM-3,SITE-97,5.0
SCENARIO-66,TEAM-3,SITE-98,5.0
SCENARIO-66,TEAM-3,SITE-99,5.0
SCENARIO-66,TEAM-3,SITE-100,5.0
SCENARIO-67,TEAM-3,SITE-1,5.0
SCENARIO-67,TEAM-3,SITE-97,5.0
SCENARIO-67,TEAM-3,SITE-98,5.0
SCENARIO-67,TEAM-3,SITE-99,5.0
SCENARIO-67,TEAM-3,SITE-100,5.0
SCENARIO-68,TEAM-3,SITE-1,5.0
SCENARIO-68,TEAM-3,SITE-97,5.0
SCENARIO-68,TEAM-3,SITE-98,5.0
SCENARIO-68,TEAM-3,SITE-99,5.0
SCENARIO-68,TEAM-3,SITE-100,5.0
SCENARIO-69,TEAM-3,SITE-1,5.0
SCENARIO-69,TEAM-3,SITE-97,5.0
SCENARIO-69,TEAM-3,SITE-98,5.0
SCENARIO-69,TEAM-3,SITE-99,5.0
SCENARIO-69,TEAM-3,SITE-100,5.0
SCENARIO-70,TEAM-3,SITE-1,5.0
SCENARIO-70,TEAM-3,SITE-97,5.0
SCENARIO-70,TEAM-3,SITE-98,5.0
SCENARIO-70,TEAM-3,SITE-99,5.0
SCENARIO-70,TEAM-3,SITE-100,5.0
SCENARIO-71,TEAM-3,SITE-1,5.0
SCENARIO-71,TEAM-3,SITE-97,5.0
SCENARIO-71,TEAM-3,SITE-98,5.0
SCENARIO-71,TEAM-3,SITE-99,5.0
SCENARIO-71,TEAM-3,SITE-100,5.0
SCENARIO-72,TEAM-3,SITE-1,5.0
SCENARIO-72,TEAM-3,SITE-97,5.0
SCENARIO-72,TEAM-3,SITE-98,5.0
SCENARIO-72,TEAM-3,SITE-99,5.0
SCENARIO-72,TEAM-3,SITE-100,5.0
SCENARIO-73,TEAM-3,SITE-1,5.0
SCENARIO-73,TEAM-3,SITE-97,5.0
SCENARIO-73,TEAM-3,SITE-98,5.0
SCENARIO-73,TEAM-3,SITE-99,5.0
SCENARIO-73,TEAM-3,SITE-100,5.0
SCENARIO-74,TEAM-3,SITE-1,5.0
SCENARIO-74,TEAM-3,SITE-97,5.0
SCENARIO-74,TEAM-3,SITE-98,5.0
SCENARIO-74,TEAM-3,SITE-99,5.0
SCENARIO-74,TEAM-3,SITE-100,5.0
SCENARIO-75,TEAM-3,SITE-1,5.0
SCENARIO-75,TEAM-3,SITE-97,5.0
SCENARIO-75,TEAM-3,SITE-98,5.0
SCENARIO-75,TEAM-3,SITE-99,5.0
SCENARIO-75,TEAM-3,SITE-100,5.0
SCENARIO-76,TEAM-3,SITE-1,5.0
SCENARIO-76,TEAM-3,SITE-97,5.0
SCENARIO-76,TEAM-3,SITE-98,5.0
SCENARIO-76,TEAM-3,SITE-99,5.0
SCENARIO-76,TEAM-3,SITE-100,5.0
SCENARIO-77,TEAM-3,SITE-1,5.0
SCENARIO-77,TEAM-3,SITE-97,5.0
SCENARIO-77,TEAM-3,SITE-98,5.0
SCENARIO-77,TEAM-3,SITE-99,5.0
SCENARIO-77,TEAM-3,SITE-100,5.0
SCENARIO-78,TEAM-3,SITE-1,5.0
SCENARIO-78,TEAM-3,SITE-97,5.0
SCENARIO-78,TEAM-3,SITE-98,5.0
SCENARIO-78,TEAM-3,SITE-99,5.0
SCENARIO-78,TEAM-3,SITE-100,5.0
SCENARIO-79,TEAM-3,SITE-1,5.0
SCENARIO-79,TEAM-3,SITE-97,5.0
SCENARIO-79,TEAM-3,SITE-98,5.0
SCENARIO-79,TEAM-3,SITE-99,5.0
SCENARIO-79,TEAM-3,SITE-100,5.0
SCENARIO-80,TEAM-3,SITE-1,5.0
SCENARIO-80,TEAM-3,SITE-97,5.0
SCENARIO-80,TEAM-3,SITE-98,5.0
SCENARIO-80,TEAM-3,SITE-99,5.0
SCENARIO-80,TEAM-3,SITE-100,5.0
SCENARIO-81,TEAM-3,SITE-1,5.0
SCENARIO-81,TEAM-3,SITE-97,5.0
SCENARIO-81,TEAM-3,SITE-98,5.0
SCENARIO-81,TEAM-3,SITE-99,5.0
SCENARIO-81,TEAM-3,SITE-100,5.0
SCENARIO-82,TEAM-3,SITE-1,5.0
SCENARIO-82,TEAM-3,SITE-97,5.0
SCENARIO-82,TEAM-3,SITE-98,5.0
SCENARIO-82,TEAM-3,SITE-99,5.0
SCENARIO-82,TEAM-3,SITE-100,5.0
SCENARIO-83,TEAM-3,SITE-1,5.0
SCENARIO-83,TEAM-3,SITE-97,5.0
SCENARIO-83,TEAM-3,SITE-98,5.0
SCENARIO-83,TEAM-3,SITE-99,5.0
SCENARIO-83,TEAM-3,SITE-100,5.0
SCENARIO-84,TEAM-3,SITE-1,5.0
SCENARIO-84,TEAM-3,SITE-97,5.0
SCENARIO-84,TEAM-3,SITE-98,5.0
SCENARIO-84,TEAM-3,SITE-99,5.0
SCENARIO-84,TEAM-3,SITE-100,5.0
SCENARIO-85,TEAM-3,SITE-1,5.0
SCENARIO-85,TEAM-3,SITE-97,5.0
SCENARIO-85,TEAM-3,SITE-98,5.0
SCENARIO-85,TEAM-3,SITE-99,5.0
SCENARIO-85,TEAM-3,SITE-100,5.0
SCENARIO-86,TEAM-3,SITE-1,5.0
SCENARIO-86,TEAM-3,SITE-97,5.0
SCENARIO-86,TEAM-3,SITE-98,5.0
SCENARIO-86,TEAM-3,SITE-99,5.0
SCENARIO-86,TEAM-3,SITE-100,5.0
SCENARIO-87,TEAM-3,SITE-1,5.000000000000782
SCENARIO-87,TEAM-3,SITE-97,5.000000000000782
SCENARIO-87,TEAM-3,SITE-98,5.000000000000782
SCENARIO-87,TEAM-3,SITE-99,5.000000000000782
SCENARIO-87,TEAM-3,SITE-100,5.000000000000782
SCENARIO-88,TEAM-3,SITE-1,5.0
SCENARIO-88,TEAM-3,SITE-97,5.0
SCENARIO-88,TEAM-3,SITE-98,5.0
SCENARIO-88,TEAM-3,SITE-99,5.0
SCENARIO-88,TEAM-3,SITE-100,5.0
SCENARIO-89,TEAM-3,SITE-1,5.0
SCENARIO-89,TEAM-3,SITE-97,5.0
SCENARIO-89,TEAM-3,SITE-98,5.0
SCENARIO-89,TEAM-3,SITE-99,5.0
SCENARIO-89,TEAM-3,SITE-100,5.0
SCENARIO-90,TEAM-3,SITE-1,5.0
SCENARIO-90,TEAM-3,SITE-97,5.0
SCENARIO-90,TEAM-3,SITE-98,5.0
SCENARIO-90,TEAM-3,SITE-99,5.0
SCENARIO-90,TEAM-3,SITE-100,5.0
SCENARIO-91,TEAM-3,SITE-1,5.0
SCENARIO-91,TEAM-3,SITE-97,5.0
SCENARIO-91,TEAM-3,SITE-98,5.0
SCENARIO-91,TEAM-3,SITE-99,5.0
SCENARIO-91,TEAM-3,SITE-100,5.0
SCENARIO-92,TEAM-3,SITE-1,5.0
SCENARIO-92,TEAM-3,SITE-97,5.0
SCENARIO-92,TEAM-3,SITE-98,5.0
SCENARIO-92,TEAM-3,SITE-99,5.0
SCENARIO-92,TEAM-3,SITE-100,5.0
SCENARIO-93,TEAM-3,SITE-1,5.0
SCENARIO-93,TEAM-3,SITE-97,5.0
SCENARIO-93,TEAM-3,SITE-98,5.0
SCENARIO-93,TEAM-3,SITE-99,5.0
SCENARIO-93,TEAM-3,SITE-100,5.0
SCENARIO-94,TEAM-3,SITE-1,5.0
SCENARIO-94,TEAM-3,SITE-97,5.0
SCENARIO-94,TEAM-3,SITE-98,5.0
SCENARIO-94,TEAM-3,SITE-99,5.0
SCENARIO-94,TEAM-3,SITE-100,5.0
SCENARIO-95,TEAM-3,SITE-1,5.0
SCENARIO-95,TEAM-3,SITE-97,5.0
SCENARIO-95,TEAM-3,SITE-98,5.0
SCENARIO-95,TEAM-3,SITE-99,5.0
SCENARIO-95,TEAM-3,SITE-100,5.0
SCENARIO-96,TEAM-3,SITE-1,5.0
SCENARIO-96,TEAM-3,SITE-97,5.0
SCENARIO-96,TEAM-3,SITE-98,5.0
SCENARIO-96,TEAM-3,SITE-99,5.0
SCENARIO-96,TEAM-3,SITE-100,5.0
SCENARIO-97,TEAM-3,SITE-1,5.0
SCENARIO-97,TEAM-3,SITE-97,5.0
SCENARIO-97,TEAM-3,SITE-98,5.0
SCENARIO-97,TEAM-3,SITE-99,5.0
SCENARIO-97,TEAM-3,SITE-100,5.0
SCENARIO-98,TEAM-3,SITE-1,5.0
SCENARIO-98,TEAM-3,SITE-97,5.0
SCENARIO-98,TEAM-3,SITE-98,5.0
SCENARIO-98,TEAM-3,SITE-99,5.0
SCENARIO-98,TEAM-3,SITE-100,5.0
SCENARIO-99,TEAM-3,SITE-1,5.0
SCENARIO-99,TEAM-3,SITE-97,5.0
SCENARIO-99,TEAM-3,SITE-98,5.0
SCENARIO-99,TEAM-3,SITE-99,5.0
SCENARIO-99,TEAM-3,SITE-100,5.0
SCENARIO-100,TEAM-3,SITE-1,5.0
SCENARIO-100,TEAM-3,SITE-97,5.0
SCENARIO-100,TEAM-3,SITE-98,5.0
SCENARIO-100,TEAM-3,SITE-99,5.0
SCENARIO-100,TEAM-3,SITE-100,5.0
